OrderID,Category,SubCategory,Region,CustomerSegment,Quantity,UnitPrice,DiscountPercent,TotalRevenue,ShippingCost,Profit,DeliveryDays,Returned
ORD-5256,Furniture,Chairs,Asia Pacific,Corporate,7,428.5,0.1,2699.55,36.42,525.21,9,No
ORD-5257,Fashion,Bags,Latin America,Consumer,6,202.57,0.1,1093.88,11.47,237.65,5,No
ORD-5258,Office Supplies,Pens,Latin America,Corporate,9,71.93,0.2,517.9,23.02,82.62,6,No
ORD-5259,Electronics,Accessories,Europe,Consumer,6,261.96,0.15,1336.0,40.04,213.09,3,No
ORD-5260,Office Supplies,Storage,North America,Consumer,7,52.45,0.2,293.72,29.33,-17.08,1,Yes
ORD-5261,Fashion,Footwear,Europe,Consumer,3,59.24,0.05,168.83,43.53,25.73,7,No
ORD-5262,Fashion,Bags,Asia Pacific,Corporate,3,196.86,0.2,472.46,7.69,-37.33,2,Yes
ORD-5263,Electronics,Smartphones,Asia Pacific,Small Business,5,498.73,0.2,1994.92,30.58,363.23,1,No
ORD-5264,Electronics,Smartphones,Latin America,Small Business,9,884.5,0.15,6766.43,33.44,1527.62,3,No
ORD-5265,Electronics,Laptops,Asia Pacific,Corporate,1,840.65,0.1,756.59,22.84,193.96,7,No
ORD-5266,Furniture,Sofas,North America,Consumer,2,556.54,0.0,1113.08,13.16,159.28,8,No
ORD-5267,Fashion,Watches,Latin America,Small Business,1,128.77,0.1,115.89,43.95,2.31,6,No
ORD-5268,Furniture,Bookcases,Europe,Consumer,9,435.15,0.05,3720.53,25.14,1021.41,6,No
ORD-5269,Office Supplies,Paper,North America,Small Business,7,24.08,0.3,117.99,19.7,-5.98,6,No
ORD-5270,Electronics,Smartphones,Europe,Consumer,3,843.8,0.15,2151.69,16.42,219.49,8,No
ORD-5271,Electronics,Accessories,Latin America,Corporate,4,248.89,0.1,896.0,30.8,151.83,3,No
ORD-5272,Electronics,Laptops,Latin America,Small Business,3,744.9,0.15,1899.49,19.15,-77.17,9,Yes
ORD-5273,Electronics,Accessories,Europe,Consumer,5,322.9,0.3,1130.15,12.77,-67.96,4,No
ORD-5274,Furniture,Bookcases,Europe,Corporate,4,535.79,0.0,2143.16,6.43,701.72,2,No
ORD-5275,Fashion,Bags,Latin America,Small Business,5,140.69,0.0,703.45,38.7,106.39,3,No
ORD-5276,Office Supplies,Storage,Asia Pacific,Corporate,7,9.01,0.2,50.46,13.41,-2.11,6,No
ORD-5277,Furniture,Sofas,North America,Consumer,6,190.1,0.2,912.48,9.93,55.24,9,No
ORD-5278,Fashion,Bags,Europe,Small Business,10,38.71,0.1,348.39,24.25,56.44,8,No
ORD-5279,Fashion,Footwear,Asia Pacific,Corporate,4,33.2,0.0,132.8,39.47,30.21,9,No
ORD-5280,Fashion,Watches,Europe,Corporate,3,228.53,0.2,548.47,30.95,31.47,3,No
ORD-5281,Electronics,Laptops,North America,Small Business,9,469.97,0.15,3595.27,41.8,-8.01,4,No
ORD-5282,Electronics,Laptops,Europe,Consumer,2,78.51,0.0,157.02,5.6,20.07,1,Yes
ORD-5283,Fashion,Bags,Latin America,Corporate,2,35.19,0.0,70.38,25.32,7.5,9,No
ORD-5284,Fashion,Bags,North America,Consumer,9,43.81,0.1,354.86,12.57,31.74,2,No
ORD-5285,Furniture,Bookcases,Asia Pacific,Small Business,4,406.22,0.0,1624.88,28.59,449.84,8,No
ORD-5286,Furniture,Tables,Asia Pacific,Corporate,7,527.83,0.2,2955.85,17.66,296.19,2,Yes
ORD-5287,Furniture,Chairs,Latin America,Corporate,3,61.89,0.1,167.1,42.74,25.88,7,No
ORD-5288,Electronics,Headphones,North America,Small Business,1,414.88,0.3,290.42,20.6,-33.64,2,Yes
ORD-5289,Fashion,Watches,Asia Pacific,Consumer,2,183.42,0.05,348.5,44.47,-3.7,8,No
ORD-5290,Electronics,Accessories,Asia Pacific,Small Business,8,76.08,0.2,486.91,5.6,60.43,4,No
ORD-5291,Office Supplies,Binders,Latin America,Small Business,10,47.35,0.15,402.47,11.37,45.31,1,No
ORD-5292,Fashion,Apparel,Latin America,Small Business,8,200.86,0.0,1606.88,19.56,281.69,7,No
ORD-5293,Fashion,Apparel,Latin America,Corporate,1,180.97,0.05,171.92,10.06,46.64,3,No
ORD-5294,Office Supplies,Pens,Europe,Corporate,1,27.7,0.0,27.7,27.13,-8.59,6,No
ORD-5295,Electronics,Accessories,Asia Pacific,Corporate,9,310.34,0.0,2793.06,23.42,558.65,2,No
ORD-5296,Furniture,Sofas,Asia Pacific,Corporate,10,159.83,0.0,1598.3,8.86,414.74,9,No
ORD-5297,Electronics,Accessories,Europe,Corporate,5,192.24,0.05,913.14,29.13,142.61,9,No
ORD-5298,Fashion,Apparel,Asia Pacific,Small Business,6,84.94,0.05,484.16,9.21,88.04,5,No
ORD-5299,Electronics,Headphones,Latin America,Small Business,3,42.48,0.2,101.95,10.66,10.83,6,Yes
ORD-5300,Electronics,Smartphones,North America,Small Business,7,228.82,0.3,1121.22,40.94,-71.65,1,No
ORD-5301,Furniture,Bookcases,Latin America,Consumer,9,148.0,0.2,1065.6,29.44,158.3,5,Yes
ORD-5302,Electronics,Accessories,Europe,Consumer,5,656.69,0.05,3119.28,8.6,958.22,2,No
ORD-5303,Office Supplies,Paper,Latin America,Consumer,1,63.97,0.2,51.18,30.66,-5.95,1,Yes
ORD-5304,Office Supplies,Paper,Europe,Corporate,2,78.58,0.3,110.01,8.45,-15.46,2,Yes
ORD-5305,Office Supplies,Binders,Latin America,Consumer,10,15.21,0.0,152.1,6.31,12.55,7,No
ORD-5306,Electronics,Smartphones,Latin America,Corporate,2,794.44,0.2,1271.1,36.41,76.55,6,No
ORD-5307,Furniture,Sofas,Latin America,Small Business,9,369.47,0.15,2826.45,18.78,333.63,5,No
ORD-5308,Electronics,Accessories,North America,Small Business,9,836.1,0.15,6396.16,13.09,275.75,9,No
ORD-5309,Electronics,Smartphones,Asia Pacific,Corporate,1,172.21,0.2,137.77,31.56,-8.64,3,Yes
ORD-5310,Office Supplies,Binders,Asia Pacific,Corporate,5,44.3,0.05,210.42,18.5,53.19,7,No
ORD-5311,Fashion,Watches,Latin America,Consumer,7,125.76,0.2,704.26,26.92,121.09,5,No
ORD-5312,Furniture,Bookcases,Europe,Corporate,4,266.62,0.3,746.54,43.76,-76.9,3,No
ORD-5313,Electronics,Accessories,Latin America,Corporate,1,378.39,0.15,321.63,29.79,5.82,6,No
ORD-5314,Furniture,Tables,Europe,Small Business,1,380.8,0.2,304.64,42.48,32.85,6,Yes
ORD-5315,Fashion,Watches,North America,Small Business,10,47.89,0.05,454.95,8.99,24.84,2,No
ORD-5316,Fashion,Apparel,North America,Consumer,6,206.22,0.3,866.12,42.7,3.82,1,No
ORD-5317,Electronics,Accessories,Asia Pacific,Consumer,6,743.11,0.1,4012.79,32.95,76.92,3,No
ORD-5318,Electronics,Laptops,Europe,Corporate,6,715.04,0.2,3432.19,19.29,609.17,1,Yes
ORD-5319,Fashion,Apparel,North America,Corporate,2,100.88,0.3,141.23,42.22,-4.92,6,No
ORD-5320,Office Supplies,Pens,Asia Pacific,Consumer,8,26.19,0.15,178.09,9.0,10.57,4,No
ORD-5321,Fashion,Apparel,Asia Pacific,Small Business,10,176.67,0.3,1236.69,6.12,-123.32,2,Yes
ORD-5322,Fashion,Watches,Europe,Corporate,1,70.73,0.2,56.58,9.74,-4.18,3,No
ORD-5323,Fashion,Apparel,Asia Pacific,Consumer,2,147.12,0.3,205.97,29.54,-39.56,4,No
ORD-5324,Furniture,Bookcases,Asia Pacific,Consumer,6,430.45,0.1,2324.43,10.86,222.44,2,Yes
ORD-5325,Fashion,Bags,North America,Small Business,1,114.5,0.15,97.33,42.72,2.9,9,Yes
ORD-5326,Fashion,Bags,Latin America,Corporate,1,200.12,0.05,190.11,44.84,15.38,3,No
ORD-5327,Furniture,Tables,Asia Pacific,Corporate,10,437.4,0.1,3936.6,39.48,6.01,7,No
ORD-5328,Fashion,Footwear,Asia Pacific,Corporate,1,74.04,0.3,51.83,18.92,-15.71,8,Yes
ORD-5329,Fashion,Watches,Asia Pacific,Consumer,7,66.32,0.0,464.24,23.38,59.72,1,No
ORD-5330,Furniture,Tables,Europe,Corporate,6,522.25,0.0,3133.5,5.61,914.66,1,No
ORD-5331,Fashion,Apparel,Asia Pacific,Consumer,1,168.37,0.2,134.7,27.23,-6.61,5,Yes
ORD-5332,Furniture,Chairs,North America,Corporate,7,299.8,0.05,1993.67,29.65,71.38,6,No
ORD-5333,Fashion,Watches,Latin America,Corporate,10,218.66,0.0,2186.6,11.84,605.27,7,No
ORD-5334,Fashion,Apparel,Europe,Consumer,7,175.98,0.05,1170.27,36.89,311.61,3,No
ORD-5335,Office Supplies,Binders,North America,Corporate,8,78.75,0.0,630.0,32.8,58.73,8,No
ORD-5336,Office Supplies,Binders,Europe,Small Business,9,5.46,0.05,46.68,22.26,5.03,2,No
ORD-5337,Furniture,Chairs,Asia Pacific,Small Business,2,342.02,0.15,581.43,33.91,70.93,2,No
ORD-5338,Electronics,Accessories,Europe,Small Business,6,325.79,0.2,1563.79,8.26,120.09,6,No
ORD-5339,Fashion,Footwear,North America,Corporate,9,141.27,0.3,890.0,7.01,93.27,6,No
ORD-5340,Furniture,Chairs,Latin America,Small Business,3,334.6,0.2,803.04,24.18,-36.54,9,No
ORD-5341,Office Supplies,Paper,North America,Small Business,3,17.61,0.15,44.91,11.5,-5.74,9,No
ORD-5342,Office Supplies,Binders,Europe,Consumer,3,9.44,0.0,28.32,16.1,-0.45,5,No
ORD-5343,Furniture,Chairs,North America,Corporate,6,371.73,0.3,1561.27,12.85,-250.64,3,No
ORD-5344,Furniture,Chairs,Europe,Consumer,5,566.04,0.3,1981.14,10.97,134.57,3,No
ORD-5345,Furniture,Chairs,Europe,Corporate,4,82.37,0.05,313.01,25.13,37.79,1,No
ORD-5346,Fashion,Footwear,North America,Small Business,1,102.5,0.2,82.0,14.23,6.08,8,No
ORD-5347,Electronics,Laptops,Europe,Consumer,1,600.51,0.2,480.41,8.59,46.68,2,No
ORD-5348,Electronics,Laptops,Europe,Consumer,1,266.76,0.3,186.73,26.65,-26.63,7,No
ORD-5349,Electronics,Laptops,North America,Corporate,8,52.03,0.0,416.24,19.68,88.05,6,No
ORD-5350,Fashion,Bags,Latin America,Consumer,7,77.62,0.15,461.84,42.19,-24.86,9,No
ORD-5351,Office Supplies,Storage,North America,Corporate,10,26.52,0.1,238.68,17.02,-4.48,7,No
ORD-5352,Furniture,Bookcases,Europe,Small Business,4,366.48,0.1,1319.33,5.34,228.42,7,No
ORD-5353,Furniture,Tables,Europe,Corporate,3,294.27,0.0,882.81,8.54,298.1,5,No
ORD-5354,Fashion,Footwear,Asia Pacific,Small Business,9,181.47,0.1,1469.91,31.94,27.47,9,No
ORD-5355,Electronics,Accessories,North America,Small Business,10,840.06,0.05,7980.57,30.58,1867.8,2,No
ORD-5356,Fashion,Watches,Europe,Consumer,9,101.24,0.05,865.6,40.49,186.74,5,No
ORD-5357,Furniture,Bookcases,North America,Corporate,9,187.36,0.05,1601.93,15.43,145.41,1,No
ORD-5358,Furniture,Chairs,North America,Small Business,6,518.1,0.2,2486.88,24.98,-190.15,5,No
ORD-5359,Fashion,Watches,Latin America,Corporate,8,115.31,0.3,645.74,40.8,19.4,5,No
ORD-5360,Office Supplies,Binders,Asia Pacific,Consumer,7,32.8,0.15,195.16,44.65,-11.39,7,No
ORD-5361,Fashion,Apparel,Latin America,Consumer,5,53.46,0.05,253.94,18.73,28.03,9,No
ORD-5362,Electronics,Headphones,Asia Pacific,Small Business,2,740.7,0.05,1407.33,35.42,268.57,6,No
ORD-5363,Office Supplies,Pens,Latin America,Corporate,8,18.63,0.05,141.59,5.54,36.71,5,No
ORD-5364,Office Supplies,Paper,Asia Pacific,Consumer,7,14.19,0.1,89.4,7.11,13.27,5,No
ORD-5365,Furniture,Tables,Europe,Corporate,2,222.54,0.1,400.57,40.45,6.91,1,No
ORD-5366,Fashion,Footwear,Latin America,Consumer,2,241.24,0.3,337.74,41.15,-67.76,2,No
ORD-5367,Office Supplies,Binders,Europe,Consumer,2,32.63,0.2,52.21,22.87,-0.41,9,No
ORD-5368,Office Supplies,Storage,Europe,Corporate,9,64.81,0.1,524.96,15.68,90.15,8,Yes
ORD-5369,Fashion,Footwear,Europe,Small Business,1,180.59,0.15,153.5,36.87,15.39,3,No
ORD-5370,Fashion,Bags,Latin America,Consumer,10,121.74,0.3,852.18,17.96,-100.21,8,Yes
ORD-5371,Office Supplies,Paper,North America,Small Business,6,66.15,0.15,337.37,42.3,-24.69,6,No
ORD-5372,Electronics,Smartphones,North America,Consumer,8,776.45,0.05,5901.02,34.18,327.07,3,No
ORD-5373,Furniture,Chairs,Latin America,Consumer,10,222.61,0.2,1780.88,32.69,-96.2,4,No
ORD-5374,Electronics,Accessories,Europe,Consumer,4,144.6,0.15,491.64,29.9,14.98,3,No
ORD-5375,Fashion,Footwear,North America,Small Business,3,154.51,0.3,324.47,39.24,1.08,6,Yes
ORD-5376,Office Supplies,Storage,Europe,Consumer,3,17.67,0.3,37.11,32.73,-10.87,4,No
ORD-5377,Furniture,Chairs,Asia Pacific,Corporate,8,433.24,0.05,3292.62,36.27,317.67,4,No
ORD-5378,Electronics,Headphones,North America,Corporate,7,118.81,0.0,831.67,27.05,158.81,9,No
ORD-5379,Fashion,Apparel,Europe,Consumer,7,33.68,0.0,235.76,24.66,18.93,2,No
ORD-5380,Furniture,Tables,North America,Corporate,7,558.44,0.1,3518.17,26.37,234.78,7,No
ORD-5381,Office Supplies,Pens,Asia Pacific,Consumer,3,20.74,0.05,59.11,44.29,0.33,3,No
ORD-5382,Electronics,Smartphones,Asia Pacific,Corporate,3,337.65,0.3,709.06,39.32,-20.8,3,Yes
ORD-5383,Office Supplies,Pens,North America,Corporate,3,66.58,0.2,159.79,44.72,-16.11,6,No
ORD-5384,Furniture,Sofas,Europe,Consumer,2,347.05,0.1,624.69,20.87,125.4,5,No
ORD-5385,Furniture,Chairs,Latin America,Small Business,6,183.72,0.2,881.86,42.99,96.11,9,Yes
ORD-5386,Electronics,Laptops,Latin America,Consumer,7,608.54,0.2,3407.82,36.38,323.75,4,No
ORD-5387,Office Supplies,Pens,North America,Corporate,5,64.31,0.0,321.55,19.46,39.77,2,No
ORD-5388,Electronics,Headphones,North America,Corporate,5,101.94,0.2,407.76,35.66,27.23,6,Yes
ORD-5389,Electronics,Accessories,Europe,Small Business,6,427.74,0.15,2181.47,19.31,13.9,8,No
ORD-5390,Furniture,Chairs,Asia Pacific,Consumer,7,587.25,0.3,2877.52,5.6,21.19,8,Yes
ORD-5391,Electronics,Laptops,Asia Pacific,Consumer,4,531.55,0.3,1488.34,22.2,133.39,7,No
ORD-5392,Fashion,Bags,North America,Small Business,9,131.78,0.0,1186.02,11.6,247.33,8,No
ORD-5393,Furniture,Tables,Latin America,Small Business,7,424.47,0.0,2971.29,23.42,500.39,9,No
ORD-5394,Fashion,Bags,Asia Pacific,Consumer,4,236.66,0.3,662.65,27.87,46.69,5,Yes
ORD-5395,Electronics,Accessories,Asia Pacific,Corporate,4,66.55,0.2,212.96,31.88,15.38,6,Yes
ORD-5396,Electronics,Laptops,North America,Consumer,2,544.04,0.1,979.27,38.69,189.33,8,No
ORD-5397,Office Supplies,Storage,Latin America,Corporate,8,5.52,0.0,44.16,5.05,6.53,9,No
ORD-5398,Office Supplies,Storage,Latin America,Corporate,7,27.33,0.15,162.61,28.72,22.55,2,No
ORD-5399,Furniture,Sofas,Asia Pacific,Corporate,1,198.74,0.1,178.87,6.32,17.11,6,No
ORD-5400,Furniture,Sofas,Europe,Consumer,10,459.12,0.1,4132.08,27.6,676.72,8,No
ORD-5401,Electronics,Headphones,Europe,Small Business,7,231.56,0.05,1539.87,6.98,213.04,8,No
ORD-5402,Furniture,Bookcases,Asia Pacific,Consumer,3,345.67,0.15,881.46,21.54,5.24,5,No
ORD-5403,Electronics,Headphones,Asia Pacific,Small Business,10,770.95,0.2,6167.6,35.54,511.05,6,No
ORD-5404,Fashion,Footwear,Asia Pacific,Corporate,5,221.8,0.1,998.1,34.81,68.91,5,No
ORD-5405,Office Supplies,Paper,Latin America,Small Business,10,49.18,0.2,393.44,14.7,37.61,5,No
ORD-5406,Furniture,Bookcases,Latin America,Corporate,1,343.95,0.3,240.76,38.47,-8.43,3,Yes
ORD-5407,Electronics,Headphones,Latin America,Consumer,10,661.74,0.3,4632.18,42.41,477.98,9,No
ORD-5408,Office Supplies,Paper,Europe,Consumer,2,77.55,0.2,124.08,22.82,-17.0,3,Yes
ORD-5409,Fashion,Apparel,Latin America,Corporate,5,227.33,0.2,909.32,18.91,-9.83,7,No
ORD-5410,Furniture,Tables,North America,Consumer,1,83.17,0.1,74.85,27.67,6.07,7,No
ORD-5411,Furniture,Tables,North America,Consumer,3,544.51,0.1,1470.18,9.27,305.43,4,No
ORD-5412,Fashion,Watches,Latin America,Corporate,9,184.07,0.15,1408.14,12.61,160.04,8,No
ORD-5413,Fashion,Apparel,Europe,Consumer,5,183.81,0.2,735.24,16.93,-14.1,6,No
ORD-5414,Electronics,Laptops,Asia Pacific,Consumer,4,295.1,0.05,1121.38,12.62,163.16,3,Yes
ORD-5415,Furniture,Tables,Asia Pacific,Corporate,5,158.88,0.15,675.24,13.32,-12.69,5,No
ORD-5416,Fashion,Bags,Latin America,Small Business,1,32.35,0.3,22.64,17.55,-6.32,3,No
ORD-5417,Electronics,Laptops,North America,Small Business,8,416.81,0.1,3001.03,7.58,210.47,1,No
ORD-5418,Office Supplies,Paper,Europe,Consumer,9,64.55,0.1,522.85,42.89,5.91,9,No
ORD-5419,Office Supplies,Pens,Latin America,Corporate,3,38.63,0.1,104.3,34.19,7.55,3,No
ORD-5420,Furniture,Tables,Europe,Consumer,3,68.77,0.1,185.68,21.05,41.29,4,No
ORD-5421,Electronics,Laptops,North America,Consumer,4,258.13,0.15,877.64,22.64,129.78,2,No
ORD-5422,Fashion,Bags,Asia Pacific,Consumer,8,217.58,0.05,1653.61,36.04,323.93,6,No
ORD-5423,Office Supplies,Binders,North America,Consumer,5,53.13,0.05,252.37,7.24,71.36,3,No
ORD-5424,Office Supplies,Pens,Europe,Consumer,1,21.26,0.3,14.88,41.72,-15.89,1,Yes
ORD-5425,Office Supplies,Pens,North America,Small Business,1,11.82,0.3,8.27,11.52,-5.57,3,No
ORD-5426,Electronics,Accessories,Latin America,Corporate,9,437.81,0.0,3940.29,38.27,806.63,8,No
ORD-5427,Office Supplies,Pens,North America,Small Business,10,75.18,0.05,714.21,42.03,21.41,6,No
ORD-5428,Furniture,Sofas,Europe,Small Business,8,399.62,0.1,2877.26,25.23,713.27,3,No
ORD-5429,Electronics,Headphones,Latin America,Corporate,9,282.3,0.1,2286.63,41.59,430.79,3,No
ORD-5430,Fashion,Footwear,Europe,Corporate,10,198.12,0.0,1981.2,36.78,197.13,2,No
ORD-5431,Electronics,Smartphones,Latin America,Small Business,1,242.71,0.1,218.44,44.3,14.88,1,No
ORD-5432,Electronics,Accessories,North America,Corporate,5,636.48,0.3,2227.68,42.3,-13.51,6,Yes
ORD-5433,Office Supplies,Storage,Europe,Small Business,6,60.14,0.0,360.84,24.76,35.79,3,No
ORD-5434,Fashion,Watches,Europe,Consumer,9,127.24,0.05,1087.9,5.86,292.95,3,No
ORD-5435,Fashion,Footwear,Latin America,Small Business,6,179.15,0.1,967.41,28.64,157.29,4,No
ORD-5436,Electronics,Laptops,Europe,Corporate,5,299.76,0.0,1498.8,17.19,453.21,8,No
ORD-5437,Office Supplies,Paper,Asia Pacific,Corporate,1,65.33,0.0,65.33,39.41,0.29,7,No
ORD-5438,Office Supplies,Paper,Asia Pacific,Consumer,8,42.26,0.2,270.46,33.08,-21.6,7,No
ORD-5439,Office Supplies,Pens,Europe,Corporate,3,38.93,0.15,99.27,23.97,7.74,3,No
ORD-5440,Furniture,Chairs,Latin America,Consumer,7,248.62,0.0,1740.34,10.67,419.05,1,No
ORD-5441,Furniture,Tables,Asia Pacific,Consumer,2,234.19,0.15,398.12,13.73,-5.12,6,No
ORD-5442,Fashion,Footwear,Latin America,Consumer,8,175.38,0.05,1332.89,30.83,103.01,5,No
ORD-5443,Furniture,Chairs,Latin America,Corporate,2,241.02,0.1,433.84,29.94,-8.81,9,No
ORD-5444,Furniture,Tables,North America,Consumer,9,470.55,0.0,4234.95,6.74,992.31,4,No
ORD-5445,Furniture,Chairs,North America,Consumer,3,110.96,0.05,316.24,36.28,29.91,5,No
ORD-5446,Electronics,Headphones,Europe,Corporate,9,398.75,0.15,3050.44,44.66,105.52,1,No
ORD-5447,Electronics,Headphones,Asia Pacific,Small Business,9,90.3,0.1,731.43,44.55,130.31,1,Yes
ORD-5448,Fashion,Footwear,Latin America,Corporate,9,133.1,0.1,1078.11,25.83,215.54,7,No
ORD-5449,Office Supplies,Pens,Asia Pacific,Small Business,2,49.68,0.3,69.55,10.17,-9.63,3,Yes
ORD-5450,Furniture,Sofas,Europe,Consumer,2,164.39,0.0,328.78,17.23,25.09,5,No
ORD-5451,Office Supplies,Binders,North America,Corporate,8,75.32,0.2,482.05,35.9,38.19,2,Yes
ORD-5452,Fashion,Footwear,Latin America,Small Business,10,158.66,0.2,1269.28,16.11,128.7,2,No
ORD-5453,Furniture,Chairs,North America,Consumer,4,532.6,0.15,1810.84,21.39,279.59,3,No
ORD-5454,Electronics,Smartphones,Asia Pacific,Consumer,3,503.75,0.05,1435.69,26.76,119.81,2,Yes
ORD-5455,Electronics,Headphones,Europe,Corporate,4,802.21,0.05,3048.4,26.99,112.71,6,No
ORD-5456,Furniture,Sofas,Europe,Small Business,10,474.35,0.0,4743.5,7.39,886.4,7,No
ORD-5457,Fashion,Bags,Europe,Consumer,3,214.86,0.05,612.35,40.28,91.31,7,No
ORD-5458,Furniture,Tables,Latin America,Corporate,2,333.06,0.3,466.28,9.56,1.02,9,No
ORD-5459,Fashion,Footwear,Latin America,Corporate,2,80.76,0.2,129.22,17.19,9.89,1,No
ORD-5460,Furniture,Tables,Europe,Small Business,10,142.27,0.3,995.89,26.62,-33.37,4,No
ORD-5461,Electronics,Accessories,Asia Pacific,Small Business,1,389.21,0.15,330.83,24.72,-14.64,1,No
ORD-5462,Office Supplies,Binders,North America,Small Business,9,44.2,0.3,278.46,37.53,-40.97,2,No
ORD-5463,Fashion,Bags,North America,Corporate,9,181.33,0.1,1468.77,43.8,148.64,9,No
ORD-5464,Office Supplies,Storage,Latin America,Consumer,1,79.3,0.3,55.51,11.03,-7.44,6,No
ORD-5465,Fashion,Footwear,Asia Pacific,Small Business,2,56.13,0.15,95.42,13.17,6.8,3,No
ORD-5466,Furniture,Bookcases,Latin America,Small Business,1,472.56,0.3,330.79,16.91,-47.5,1,No
ORD-5467,Furniture,Sofas,Latin America,Small Business,5,93.98,0.15,399.42,27.96,15.58,1,No
ORD-5468,Fashion,Watches,Latin America,Corporate,9,104.19,0.2,750.17,39.02,-18.05,5,Yes
ORD-5469,Furniture,Bookcases,North America,Corporate,8,190.97,0.15,1298.6,25.76,158.61,4,No
ORD-5470,Electronics,Accessories,Asia Pacific,Small Business,9,64.04,0.1,518.72,17.64,103.91,3,No
ORD-5471,Fashion,Apparel,Asia Pacific,Consumer,2,213.03,0.0,426.06,11.56,45.51,8,Yes
ORD-5472,Fashion,Watches,North America,Consumer,9,65.31,0.2,470.23,38.34,-7.43,2,Yes
ORD-5473,Furniture,Chairs,Asia Pacific,Corporate,5,420.05,0.2,1680.2,27.04,135.51,8,No
ORD-5474,Electronics,Headphones,Latin America,Consumer,1,168.46,0.15,143.19,36.53,15.04,1,Yes
ORD-5475,Electronics,Headphones,Latin America,Small Business,7,127.57,0.2,714.39,19.24,-25.63,6,No
ORD-5476,Office Supplies,Binders,Latin America,Small Business,5,37.4,0.2,149.6,7.07,15.95,1,No
ORD-5477,Furniture,Sofas,North America,Consumer,2,400.75,0.05,761.42,22.11,204.29,2,Yes
ORD-5478,Office Supplies,Storage,Asia Pacific,Corporate,3,50.11,0.0,150.33,20.74,14.86,6,No
ORD-5479,Fashion,Watches,Europe,Corporate,1,110.01,0.05,104.51,9.67,26.0,7,No
ORD-5480,Furniture,Bookcases,Latin America,Consumer,3,567.03,0.05,1616.04,10.0,64.09,4,No
ORD-5481,Office Supplies,Pens,North America,Corporate,8,28.05,0.15,190.74,17.14,0.38,6,No
ORD-5482,Furniture,Sofas,Asia Pacific,Consumer,2,517.98,0.05,984.16,26.38,111.86,8,No
ORD-5483,Furniture,Bookcases,Asia Pacific,Small Business,6,177.81,0.05,1013.52,33.06,263.16,1,Yes
ORD-5484,Furniture,Sofas,Europe,Small Business,3,571.11,0.0,1713.33,42.17,480.62,4,No
ORD-5485,Furniture,Sofas,Latin America,Consumer,7,477.1,0.2,2671.76,30.7,301.67,6,No
ORD-5486,Office Supplies,Storage,Europe,Consumer,10,55.14,0.05,523.83,32.25,57.03,6,No
ORD-5487,Electronics,Headphones,Latin America,Corporate,10,112.27,0.0,1122.7,7.19,364.68,9,No
ORD-5488,Electronics,Headphones,Asia Pacific,Small Business,2,262.16,0.15,445.67,17.29,32.01,6,No
ORD-5489,Office Supplies,Binders,Asia Pacific,Corporate,9,59.89,0.3,377.31,16.83,17.79,8,Yes
ORD-5490,Office Supplies,Pens,Europe,Corporate,5,68.56,0.2,274.24,13.13,-2.51,8,Yes
ORD-5491,Furniture,Chairs,Europe,Corporate,2,531.88,0.0,1063.76,32.54,140.91,9,No
ORD-5492,Furniture,Sofas,North America,Small Business,8,333.25,0.05,2532.7,37.48,467.08,6,No
ORD-5493,Fashion,Bags,Europe,Consumer,5,211.12,0.15,897.26,12.36,124.94,6,No
ORD-5494,Fashion,Watches,Latin America,Corporate,4,233.48,0.3,653.74,14.06,33.13,9,Yes
ORD-5495,Electronics,Headphones,Latin America,Small Business,8,201.67,0.1,1452.02,39.77,178.77,8,No
ORD-5496,Fashion,Footwear,Latin America,Small Business,2,247.06,0.05,469.41,13.4,63.61,5,No
ORD-5497,Fashion,Watches,Asia Pacific,Consumer,10,157.2,0.2,1257.6,36.61,118.87,2,Yes
ORD-5498,Office Supplies,Pens,Europe,Small Business,1,44.85,0.05,42.61,38.31,-5.75,6,No
ORD-5499,Electronics,Accessories,Asia Pacific,Corporate,3,599.47,0.15,1528.65,16.08,319.52,9,No
ORD-5500,Fashion,Watches,Latin America,Consumer,9,229.94,0.1,1862.51,37.96,432.29,6,No
ORD-5501,Office Supplies,Binders,North America,Small Business,1,18.44,0.0,18.44,22.64,-4.67,9,No
ORD-5502,Electronics,Laptops,Asia Pacific,Small Business,9,201.28,0.2,1449.22,41.29,44.35,2,No
ORD-5503,Office Supplies,Storage,Asia Pacific,Consumer,5,64.61,0.05,306.9,22.02,66.49,3,No
ORD-5504,Fashion,Apparel,North America,Consumer,4,168.59,0.05,640.64,26.13,74.28,7,No
ORD-5505,Electronics,Smartphones,Europe,Small Business,8,757.49,0.0,6059.92,16.0,1977.85,1,No
ORD-5506,Electronics,Laptops,North America,Corporate,8,536.3,0.1,3861.36,17.62,577.08,7,No
ORD-5507,Furniture,Tables,Asia Pacific,Consumer,6,462.04,0.2,2217.79,35.03,260.39,8,Yes
ORD-5508,Office Supplies,Binders,Europe,Small Business,7,6.5,0.3,31.85,9.86,-4.09,2,Yes
ORD-5509,Furniture,Sofas,Asia Pacific,Consumer,6,248.76,0.05,1417.93,33.94,59.32,1,No
ORD-5510,Office Supplies,Paper,North America,Consumer,5,29.58,0.05,140.5,16.97,25.94,4,No
ORD-5511,Office Supplies,Pens,Europe,Corporate,7,15.49,0.15,92.17,8.15,10.23,9,No
ORD-5512,Fashion,Footwear,Europe,Corporate,4,204.66,0.0,818.64,33.17,190.73,9,No
