CustomerID,Gender,SeniorCitizen,Partner,Dependents,TenureMonths,PhoneService,InternetService,OnlineSecurity,TechSupport,ContractType,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,CustomerSupportCalls,Churn
CUST-1220,Male,0,Yes,Yes,71,No,Fiber Optic,No,No,Two Year,Yes,Credit Card,108.56,7694.36,3,Yes
CUST-1221,Male,0,Yes,No,71,Yes,No,No,No,Two Year,No,Bank Transfer,27.44,1932.08,3,No
CUST-1222,Female,1,No,No,1,Yes,DSL,No,Yes,Month-to-Month,Yes,Mailed Check,64.27,55.94,0,Yes
CUST-1223,Male,0,No,No,61,Yes,No,No,No,One Year,Yes,Credit Card,24.62,1517.24,2,Yes
CUST-1224,Male,0,No,No,34,Yes,DSL,Yes,Yes,Two Year,Yes,Electronic Check,76.7,2620.13,3,No
CUST-1225,Male,0,No,No,67,Yes,No,No,No,Two Year,No,Mailed Check,31.91,2121.13,5,Yes
CUST-1226,Male,1,No,No,23,No,Fiber Optic,Yes,Yes,Month-to-Month,Yes,Credit Card,86.96,2007.41,1,No
CUST-1227,Male,0,No,No,41,No,Fiber Optic,Yes,No,Two Year,No,Bank Transfer,106.42,4364.01,0,No
CUST-1228,Female,1,Yes,Yes,13,No,No,No,No,Month-to-Month,No,Bank Transfer,41.95,535.92,5,Yes
CUST-1229,Female,1,No,No,52,Yes,No,No,No,Two Year,No,Electronic Check,29.89,1569.44,5,Yes
CUST-1230,Female,0,No,No,3,Yes,DSL,No,No,One Year,Yes,Mailed Check,63.36,209.05,3,No
CUST-1231,Female,0,No,No,12,Yes,Fiber Optic,No,No,Two Year,No,Electronic Check,97.88,1160.92,2,No
CUST-1232,Female,1,Yes,Yes,25,Yes,Fiber Optic,Yes,Yes,Month-to-Month,No,Electronic Check,107.95,2706.94,2,Yes
CUST-1233,Female,0,Yes,Yes,31,Yes,No,No,No,One Year,Yes,Credit Card,34.67,1068.76,1,No
CUST-1234,Female,0,Yes,No,4,Yes,Fiber Optic,Yes,Yes,Two Year,Yes,Mailed Check,91.73,363.3,0,No
CUST-1235,Male,0,Yes,Yes,2,Yes,No,No,No,One Year,No,Credit Card,42.39,98.84,3,Yes
CUST-1236,Female,0,No,No,14,Yes,No,No,No,One Year,No,Bank Transfer,37.11,518.81,2,No
CUST-1237,Female,0,No,No,39,Yes,No,No,No,Month-to-Month,Yes,Credit Card,36.51,1431.12,5,Yes
CUST-1238,Female,0,No,No,54,Yes,No,No,No,Month-to-Month,Yes,Bank Transfer,38.16,2049.53,4,Yes
CUST-1239,Female,0,No,No,65,Yes,Fiber Optic,Yes,No,Month-to-Month,No,Mailed Check,103.52,6737.81,4,Yes
CUST-1240,Male,0,No,No,12,Yes,Fiber Optic,No,No,One Year,No,Bank Transfer,99.64,1194.23,0,No
CUST-1241,Male,0,Yes,Yes,49,Yes,DSL,Yes,Yes,Month-to-Month,Yes,Bank Transfer,70.23,3444.05,3,Yes
CUST-1242,Male,0,No,No,43,Yes,Fiber Optic,No,Yes,Month-to-Month,No,Bank Transfer,90.23,3890.83,4,Yes
CUST-1243,Female,0,Yes,Yes,56,Yes,DSL,No,No,One Year,Yes,Electronic Check,73.34,4116.27,0,No
CUST-1244,Male,1,Yes,Yes,29,Yes,DSL,No,Yes,Month-to-Month,No,Bank Transfer,64.18,1874.17,2,No
CUST-1245,Female,0,No,No,56,Yes,Fiber Optic,No,No,One Year,Yes,Mailed Check,108.7,6103.93,3,Yes
CUST-1246,Male,0,Yes,Yes,3,Yes,Fiber Optic,Yes,No,Two Year,Yes,Credit Card,106.91,310.96,4,Yes
CUST-1247,Male,0,Yes,Yes,15,Yes,DSL,Yes,No,One Year,Yes,Mailed Check,77.38,1165.91,2,No
CUST-1248,Male,0,No,No,18,Yes,Fiber Optic,Yes,No,Month-to-Month,Yes,Credit Card,89.97,1607.45,2,No
CUST-1249,Male,0,No,No,38,Yes,No,No,No,One Year,Yes,Credit Card,28.27,1054.37,5,Yes
CUST-1250,Male,0,No,No,20,No,No,No,No,Month-to-Month,Yes,Bank Transfer,36.11,720.47,2,Yes
CUST-1251,Male,1,Yes,Yes,38,Yes,No,No,No,One Year,No,Electronic Check,22.37,860.39,0,Yes
CUST-1252,Male,0,Yes,No,46,Yes,No,No,No,One Year,Yes,Bank Transfer,40.37,1844.33,3,Yes
CUST-1253,Female,0,No,No,62,Yes,No,No,No,Month-to-Month,Yes,Mailed Check,37.4,2301.15,1,Yes
CUST-1254,Female,0,No,No,24,Yes,DSL,Yes,Yes,One Year,No,Electronic Check,82.19,1970.19,0,No
CUST-1255,Female,1,Yes,No,67,Yes,No,No,No,Two Year,Yes,Credit Card,36.54,2438.12,2,No
CUST-1256,Female,1,Yes,Yes,21,Yes,DSL,No,Yes,Month-to-Month,No,Bank Transfer,66.02,1405.23,0,No
CUST-1257,Female,0,Yes,Yes,59,Yes,No,No,No,One Year,Yes,Credit Card,31.18,1824.37,3,No
CUST-1258,Male,1,No,No,5,Yes,Fiber Optic,Yes,No,Two Year,Yes,Credit Card,108.76,538.33,0,No
CUST-1259,Female,0,No,No,47,Yes,Fiber Optic,Yes,Yes,Month-to-Month,No,Bank Transfer,105.75,4988.83,2,Yes
CUST-1260,Female,0,Yes,Yes,64,Yes,No,No,No,Two Year,No,Electronic Check,26.36,1674.88,0,No
CUST-1261,Female,0,Yes,No,14,Yes,Fiber Optic,Yes,No,One Year,Yes,Credit Card,85.11,1200.99,4,No
CUST-1262,Female,0,Yes,Yes,17,Yes,No,No,No,Two Year,No,Credit Card,30.47,522.35,5,No
CUST-1263,Female,0,No,No,38,Yes,Fiber Optic,Yes,No,Two Year,No,Bank Transfer,102.8,3923.82,5,Yes
CUST-1264,Male,0,No,No,45,No,Fiber Optic,Yes,No,Two Year,Yes,Bank Transfer,99.06,4461.01,5,No
CUST-1265,Female,0,No,No,2,Yes,Fiber Optic,No,Yes,Month-to-Month,Yes,Mailed Check,91.67,194.76,2,Yes
CUST-1266,Male,0,No,No,27,Yes,Fiber Optic,No,No,Month-to-Month,Yes,Credit Card,90.94,2466.75,5,Yes
CUST-1267,Male,0,No,No,54,No,No,No,No,One Year,Yes,Electronic Check,38.59,2071.98,3,No
CUST-1268,Female,0,Yes,Yes,38,Yes,No,No,No,Month-to-Month,Yes,Mailed Check,38.38,1443.21,0,Yes
CUST-1269,Female,1,No,No,1,Yes,No,No,No,Month-to-Month,Yes,Mailed Check,43.22,47.1,5,Yes
CUST-1270,Female,0,No,No,10,Yes,DSL,Yes,Yes,Two Year,Yes,Mailed Check,70.4,705.48,0,No
CUST-1271,Male,0,No,No,47,Yes,No,No,No,Two Year,No,Electronic Check,22.87,1068.73,1,No
CUST-1272,Male,0,No,No,49,No,Fiber Optic,No,No,Two Year,No,Electronic Check,107.78,5294.1,2,No
CUST-1273,Female,0,No,No,25,Yes,Fiber Optic,Yes,Yes,Two Year,Yes,Electronic Check,90.27,2261.93,1,No
CUST-1274,Female,0,Yes,No,10,Yes,Fiber Optic,Yes,No,Two Year,No,Electronic Check,87.19,854.07,2,No
CUST-1275,Male,0,No,No,50,Yes,DSL,No,No,Month-to-Month,No,Electronic Check,73.37,3674.16,4,Yes
CUST-1276,Male,0,Yes,No,65,Yes,No,No,No,One Year,Yes,Bank Transfer,39.13,2540.96,3,No
CUST-1277,Male,0,Yes,Yes,51,Yes,No,No,No,One Year,Yes,Bank Transfer,36.93,1900.0,5,No
CUST-1278,Male,0,Yes,Yes,6,Yes,No,No,No,One Year,Yes,Bank Transfer,25.25,161.16,5,Yes
CUST-1279,Female,0,Yes,Yes,24,Yes,DSL,Yes,Yes,Month-to-Month,Yes,Credit Card,76.12,1809.81,5,Yes
CUST-1280,Male,0,No,No,43,Yes,No,No,No,Two Year,Yes,Electronic Check,27.13,1149.38,1,No
CUST-1281,Female,0,No,No,20,Yes,DSL,No,No,Month-to-Month,Yes,Bank Transfer,66.15,1311.86,5,Yes
CUST-1282,Female,0,Yes,No,62,Yes,DSL,No,No,Two Year,Yes,Mailed Check,76.14,4703.96,2,No
CUST-1283,Male,0,Yes,No,10,Yes,Fiber Optic,Yes,No,Two Year,Yes,Electronic Check,98.79,989.64,4,Yes
CUST-1284,Male,0,Yes,No,18,Yes,No,No,No,Month-to-Month,No,Bank Transfer,32.55,592.41,4,Yes
CUST-1285,Male,0,Yes,Yes,62,No,Fiber Optic,Yes,No,Month-to-Month,Yes,Bank Transfer,94.24,5824.59,1,Yes
CUST-1286,Female,0,No,No,6,Yes,No,No,No,One Year,Yes,Bank Transfer,40.87,235.75,4,Yes
CUST-1287,Female,0,No,No,10,Yes,DSL,Yes,No,One Year,No,Credit Card,79.82,813.69,0,No
CUST-1288,Male,0,Yes,Yes,66,Yes,Fiber Optic,Yes,Yes,Month-to-Month,No,Electronic Check,101.53,6697.56,2,No
CUST-1289,Female,0,No,No,27,Yes,No,No,No,One Year,Yes,Mailed Check,21.08,572.1,1,Yes
CUST-1290,Male,0,Yes,Yes,22,Yes,Fiber Optic,No,Yes,Two Year,No,Electronic Check,90.41,1993.28,3,No
CUST-1291,Male,0,No,No,19,Yes,Fiber Optic,No,Yes,Two Year,No,Credit Card,99.91,1881.04,3,Yes
CUST-1292,Male,1,No,No,20,Yes,Fiber Optic,No,Yes,Two Year,Yes,Electronic Check,97.06,1926.41,4,No
CUST-1293,Male,0,No,No,67,Yes,Fiber Optic,No,Yes,One Year,No,Bank Transfer,99.73,6691.57,5,No
CUST-1294,Female,1,No,No,30,No,Fiber Optic,No,No,One Year,Yes,Electronic Check,102.73,3093.48,4,Yes
CUST-1295,Male,0,Yes,No,53,Yes,Fiber Optic,No,No,One Year,No,Bank Transfer,100.3,5335.57,3,No
CUST-1296,Female,0,No,No,23,Yes,No,No,No,One Year,No,Bank Transfer,34.44,803.09,3,No
CUST-1297,Male,0,No,No,21,Yes,No,No,No,One Year,No,Electronic Check,24.02,523.0,0,No
CUST-1298,Male,0,No,No,12,Yes,Fiber Optic,No,Yes,Two Year,Yes,Credit Card,108.27,1295.27,5,No
CUST-1299,Male,0,Yes,No,57,Yes,No,No,No,Two Year,No,Mailed Check,20.84,1191.86,4,No
CUST-1300,Male,0,No,No,31,Yes,Fiber Optic,Yes,No,One Year,No,Credit Card,95.14,2937.35,0,No
CUST-1301,Male,0,No,No,72,No,DSL,No,No,Month-to-Month,Yes,Credit Card,83.24,5996.28,2,Yes
CUST-1302,Male,0,No,No,44,No,No,No,No,One Year,No,Credit Card,44.15,1945.13,1,No
CUST-1303,Female,0,Yes,No,15,Yes,DSL,Yes,Yes,One Year,No,Bank Transfer,72.91,1074.04,2,No
CUST-1304,Male,0,No,No,10,Yes,Fiber Optic,No,No,One Year,Yes,Bank Transfer,89.57,905.55,1,Yes
CUST-1305,Male,0,Yes,No,27,Yes,Fiber Optic,No,Yes,Month-to-Month,Yes,Electronic Check,101.9,2757.84,4,Yes
CUST-1306,Male,0,No,No,41,Yes,No,No,No,One Year,No,Mailed Check,44.61,1845.65,2,No
CUST-1307,Male,1,No,No,62,No,Fiber Optic,No,No,Two Year,Yes,Credit Card,109.41,6791.35,3,Yes
CUST-1308,Male,1,Yes,No,13,Yes,No,No,No,One Year,Yes,Bank Transfer,25.93,335.94,4,Yes
CUST-1309,Male,0,Yes,No,48,Yes,DSL,No,No,Month-to-Month,Yes,Mailed Check,80.35,3865.63,1,No
CUST-1310,Female,0,Yes,No,2,Yes,DSL,Yes,No,One Year,No,Bank Transfer,74.05,150.81,3,Yes
CUST-1311,Male,1,No,No,61,Yes,Fiber Optic,No,No,One Year,No,Bank Transfer,99.01,6056.88,2,Yes
CUST-1312,Female,1,Yes,Yes,37,Yes,No,No,No,Two Year,No,Credit Card,42.24,1558.12,2,No
CUST-1313,Male,0,No,No,54,Yes,No,No,No,One Year,Yes,Electronic Check,24.05,1287.83,2,No
CUST-1314,Female,0,No,No,35,Yes,DSL,No,No,Month-to-Month,Yes,Electronic Check,63.13,2198.94,2,No
CUST-1315,Male,0,No,No,14,Yes,DSL,Yes,Yes,One Year,Yes,Electronic Check,66.56,918.05,5,No
CUST-1316,Female,0,Yes,No,57,Yes,Fiber Optic,Yes,Yes,Month-to-Month,No,Bank Transfer,106.61,6075.46,4,No
CUST-1317,Female,1,Yes,No,56,Yes,No,No,No,Two Year,No,Bank Transfer,32.04,1783.33,0,No
CUST-1318,Female,0,Yes,No,2,Yes,Fiber Optic,No,No,One Year,Yes,Credit Card,108.67,216.42,0,No
CUST-1319,Female,0,Yes,No,25,Yes,No,No,No,One Year,No,Mailed Check,24.08,611.48,3,No
CUST-1320,Male,0,No,No,31,Yes,No,No,No,Two Year,No,Bank Transfer,36.21,1123.79,2,No
CUST-1321,Male,0,No,No,15,Yes,No,No,No,One Year,No,Credit Card,24.69,351.13,0,No
CUST-1322,Male,0,Yes,No,35,Yes,DSL,Yes,Yes,Month-to-Month,Yes,Electronic Check,72.34,2525.58,2,No
CUST-1323,Female,0,No,No,5,Yes,Fiber Optic,Yes,No,One Year,Yes,Credit Card,89.54,463.53,2,No
CUST-1324,Male,1,Yes,No,57,Yes,Fiber Optic,Yes,No,Two Year,Yes,Mailed Check,96.82,5526.0,2,No
CUST-1325,Male,0,Yes,Yes,33,Yes,DSL,Yes,No,Month-to-Month,Yes,Electronic Check,65.9,2172.07,0,Yes
CUST-1326,Female,0,No,No,32,Yes,Fiber Optic,No,Yes,One Year,Yes,Mailed Check,88.94,2829.74,4,Yes
CUST-1327,Male,1,Yes,Yes,17,Yes,DSL,No,No,Two Year,Yes,Electronic Check,77.23,1307.24,1,No
CUST-1328,Male,0,No,No,72,Yes,No,No,No,One Year,Yes,Mailed Check,33.59,2411.43,3,Yes
CUST-1329,Male,1,Yes,No,38,Yes,No,No,No,One Year,No,Electronic Check,39.4,1497.44,5,Yes
CUST-1330,Male,0,No,No,31,Yes,Fiber Optic,No,Yes,Two Year,No,Mailed Check,100.33,3103.13,5,Yes
CUST-1331,Male,0,Yes,Yes,17,Yes,Fiber Optic,Yes,Yes,One Year,Yes,Electronic Check,85.8,1464.27,3,No
CUST-1332,Female,1,Yes,Yes,2,No,Fiber Optic,No,Yes,One Year,Yes,Bank Transfer,98.95,215.43,3,No
CUST-1333,Male,0,No,No,68,Yes,Fiber Optic,No,Yes,Month-to-Month,Yes,Electronic Check,103.13,7014.11,1,Yes
CUST-1334,Male,0,Yes,No,14,Yes,No,No,No,One Year,No,Credit Card,42.07,575.65,1,No
CUST-1335,Female,0,No,No,46,No,No,No,No,One Year,No,Credit Card,39.1,1795.82,5,Yes
CUST-1336,Male,0,Yes,No,71,No,DSL,No,No,One Year,No,Electronic Check,78.16,5568.68,4,Yes
CUST-1337,Male,0,No,No,1,Yes,Fiber Optic,Yes,No,Month-to-Month,No,Mailed Check,87.36,85.77,1,Yes
CUST-1338,Female,0,Yes,Yes,33,Yes,Fiber Optic,No,Yes,Two Year,Yes,Bank Transfer,104.82,3445.98,5,No
CUST-1339,Male,0,No,No,5,Yes,No,No,No,One Year,Yes,Electronic Check,43.05,208.63,3,Yes
CUST-1340,Male,0,Yes,Yes,49,Yes,No,No,No,Month-to-Month,No,Mailed Check,28.17,1388.24,1,Yes
CUST-1341,Female,0,Yes,Yes,56,Yes,DSL,Yes,Yes,One Year,Yes,Credit Card,74.29,4142.21,3,Yes
CUST-1342,Female,0,Yes,Yes,62,Yes,DSL,No,Yes,Two Year,Yes,Mailed Check,61.79,3842.05,2,No
CUST-1343,Male,1,No,No,55,Yes,Fiber Optic,No,No,Two Year,Yes,Bank Transfer,89.23,4901.64,3,No
CUST-1344,Female,1,Yes,Yes,48,Yes,No,No,No,Month-to-Month,Yes,Electronic Check,26.08,1256.68,1,No
CUST-1345,Female,1,Yes,No,58,Yes,DSL,Yes,Yes,Month-to-Month,No,Credit Card,75.58,4403.33,5,Yes
CUST-1346,Male,0,Yes,No,22,Yes,Fiber Optic,No,Yes,One Year,Yes,Electronic Check,94.72,2074.69,5,Yes
CUST-1347,Male,1,No,No,30,No,No,No,No,Two Year,Yes,Bank Transfer,32.12,967.48,0,Yes
CUST-1348,Female,0,Yes,Yes,32,No,DSL,No,No,One Year,Yes,Electronic Check,68.67,2191.52,5,Yes
CUST-1349,Female,0,No,No,50,Yes,Fiber Optic,No,Yes,Month-to-Month,No,Credit Card,101.42,5054.51,3,Yes
CUST-1350,Male,0,Yes,No,40,No,DSL,No,Yes,Month-to-Month,Yes,Mailed Check,81.56,3254.76,5,No
CUST-1351,Male,0,Yes,Yes,41,Yes,No,No,No,Two Year,Yes,Mailed Check,27.94,1160.73,5,Yes
CUST-1352,Female,0,No,No,53,Yes,No,No,No,Two Year,No,Mailed Check,39.48,2076.71,1,Yes
CUST-1353,Female,0,Yes,Yes,30,Yes,DSL,Yes,No,Month-to-Month,No,Bank Transfer,64.6,1933.5,3,Yes
CUST-1354,Male,0,No,No,2,No,DSL,Yes,Yes,Month-to-Month,Yes,Mailed Check,83.18,185.79,4,Yes
CUST-1355,Female,0,Yes,No,52,Yes,No,No,No,Two Year,No,Bank Transfer,29.85,1569.77,4,No
CUST-1356,Male,0,No,No,59,Yes,Fiber Optic,Yes,No,Two Year,Yes,Credit Card,97.9,5781.33,0,Yes
CUST-1357,Female,0,No,No,37,Yes,DSL,No,Yes,Two Year,Yes,Credit Card,80.75,2985.82,5,No
CUST-1358,Male,0,Yes,No,53,Yes,Fiber Optic,Yes,No,Two Year,Yes,Credit Card,87.25,4617.21,5,No
CUST-1359,Male,0,Yes,Yes,15,Yes,No,No,No,One Year,Yes,Credit Card,38.17,591.56,4,No
CUST-1360,Female,0,Yes,Yes,43,Yes,No,No,No,Month-to-Month,Yes,Mailed Check,24.47,1060.69,3,Yes
CUST-1361,Female,0,Yes,Yes,17,No,Fiber Optic,No,Yes,One Year,No,Credit Card,98.59,1656.26,3,Yes
CUST-1362,Female,0,No,No,11,Yes,Fiber Optic,Yes,No,Two Year,Yes,Electronic Check,89.62,968.02,2,Yes
CUST-1363,Male,0,No,No,43,No,Fiber Optic,Yes,No,Month-to-Month,Yes,Bank Transfer,100.28,4319.7,4,Yes
CUST-1364,Male,0,No,No,5,Yes,DSL,No,No,One Year,Yes,Credit Card,81.08,388.0,3,Yes
CUST-1365,Female,0,No,No,68,Yes,Fiber Optic,Yes,Yes,Two Year,Yes,Credit Card,103.1,7014.99,5,Yes
CUST-1366,Female,0,No,No,17,Yes,DSL,No,No,Month-to-Month,Yes,Bank Transfer,84.48,1416.22,0,Yes
CUST-1367,Male,0,Yes,No,53,Yes,DSL,Yes,Yes,Two Year,Yes,Bank Transfer,66.36,3499.79,2,No
CUST-1368,Female,0,Yes,No,44,Yes,No,No,No,Two Year,Yes,Mailed Check,24.85,1106.75,5,Yes
CUST-1369,Female,0,Yes,No,20,Yes,No,No,No,One Year,No,Credit Card,43.19,846.04,4,Yes
CUST-1370,Female,0,Yes,Yes,43,Yes,DSL,Yes,Yes,One Year,Yes,Bank Transfer,84.59,3642.43,1,No
CUST-1371,Female,0,Yes,No,41,Yes,DSL,No,Yes,One Year,Yes,Bank Transfer,71.3,2941.33,1,No
CUST-1372,Male,1,Yes,Yes,12,Yes,Fiber Optic,No,Yes,Month-to-Month,No,Credit Card,103.31,1240.67,2,Yes
CUST-1373,Male,0,Yes,Yes,5,Yes,No,No,No,Two Year,Yes,Electronic Check,27.77,120.61,4,No
CUST-1374,Female,0,Yes,Yes,67,Yes,No,No,No,One Year,Yes,Bank Transfer,35.97,2398.38,1,Yes
CUST-1375,Female,0,No,No,16,Yes,Fiber Optic,No,Yes,Month-to-Month,Yes,Mailed Check,98.56,1578.93,2,Yes
CUST-1376,Female,0,Yes,Yes,40,Yes,DSL,No,Yes,Month-to-Month,Yes,Credit Card,82.58,3285.22,3,Yes
CUST-1377,Female,0,No,No,46,Yes,Fiber Optic,Yes,No,Two Year,Yes,Electronic Check,105.32,4861.51,3,Yes
CUST-1378,Female,0,No,No,61,Yes,Fiber Optic,Yes,No,One Year,No,Mailed Check,102.49,6258.5,2,No
CUST-1379,Male,1,Yes,No,62,Yes,Fiber Optic,No,No,Two Year,Yes,Electronic Check,95.14,5907.25,0,Yes
CUST-1380,Male,0,No,No,52,Yes,Fiber Optic,Yes,Yes,One Year,No,Electronic Check,93.52,4875.6,4,Yes
CUST-1381,Female,0,No,No,70,Yes,Fiber Optic,Yes,No,Month-to-Month,No,Bank Transfer,98.88,6934.48,1,Yes
CUST-1382,Female,1,Yes,No,42,Yes,No,No,No,Month-to-Month,Yes,Mailed Check,40.43,1713.55,5,No
CUST-1383,Male,0,No,No,69,Yes,No,No,No,Two Year,No,Mailed Check,25.14,1749.76,2,No
CUST-1384,Female,0,No,No,45,No,No,No,No,Month-to-Month,No,Mailed Check,41.31,1841.45,4,No
CUST-1385,Male,0,No,No,15,Yes,Fiber Optic,Yes,No,Two Year,No,Bank Transfer,102.79,1538.09,3,Yes
CUST-1386,Male,0,Yes,No,47,Yes,Fiber Optic,No,Yes,Month-to-Month,Yes,Electronic Check,101.21,4742.63,3,Yes
CUST-1387,Male,1,No,No,59,Yes,No,No,No,Two Year,No,Mailed Check,31.36,1847.2,3,Yes
CUST-1388,Male,0,Yes,No,31,Yes,DSL,No,No,Month-to-Month,Yes,Credit Card,77.62,2390.75,3,No
CUST-1389,Male,1,No,No,60,Yes,No,No,No,Two Year,Yes,Mailed Check,31.81,1918.27,5,Yes
CUST-1390,Female,0,No,No,69,Yes,DSL,No,No,Two Year,No,Credit Card,68.82,4767.69,2,No
CUST-1391,Male,0,No,No,34,Yes,DSL,Yes,Yes,Two Year,No,Electronic Check,67.17,2267.08,4,Yes
CUST-1392,Female,0,No,No,36,Yes,Fiber Optic,Yes,Yes,Two Year,Yes,Credit Card,94.24,3379.66,5,Yes
CUST-1393,Male,0,Yes,No,11,No,No,No,No,Month-to-Month,No,Credit Card,39.26,421.38,3,Yes
CUST-1394,Male,0,No,No,7,Yes,Fiber Optic,Yes,Yes,One Year,No,Credit Card,92.53,657.56,4,Yes
CUST-1395,Female,0,Yes,No,2,Yes,DSL,No,No,Two Year,Yes,Electronic Check,82.94,171.38,3,Yes
CUST-1396,Female,0,No,No,13,Yes,No,No,No,One Year,No,Mailed Check,38.36,502.23,1,No
CUST-1397,Male,0,Yes,Yes,9,Yes,Fiber Optic,Yes,No,One Year,Yes,Bank Transfer,91.3,803.06,4,Yes
CUST-1398,Male,0,Yes,Yes,12,Yes,Fiber Optic,No,Yes,Month-to-Month,Yes,Bank Transfer,92.36,1114.74,0,No
CUST-1399,Female,0,No,No,33,Yes,Fiber Optic,No,Yes,One Year,No,Bank Transfer,109.9,3617.03,2,Yes
CUST-1400,Male,0,Yes,No,23,Yes,Fiber Optic,Yes,No,Month-to-Month,Yes,Credit Card,102.89,2350.6,0,Yes
CUST-1401,Female,0,Yes,No,20,Yes,Fiber Optic,Yes,No,One Year,Yes,Bank Transfer,107.62,2155.39,4,No
CUST-1402,Female,0,No,No,9,Yes,Fiber Optic,No,No,Month-to-Month,No,Bank Transfer,102.05,914.47,5,No
CUST-1403,Male,0,No,No,11,Yes,DSL,Yes,Yes,Two Year,Yes,Credit Card,76.52,833.67,3,No
CUST-1404,Female,0,No,No,25,Yes,Fiber Optic,Yes,Yes,One Year,No,Electronic Check,104.82,2626.24,3,No
CUST-1405,Female,0,Yes,Yes,44,Yes,No,No,No,Month-to-Month,No,Electronic Check,25.29,1118.91,4,Yes
CUST-1406,Male,0,Yes,Yes,5,Yes,DSL,Yes,No,Two Year,Yes,Mailed Check,77.53,372.87,1,No
CUST-1407,Female,0,Yes,No,22,Yes,Fiber Optic,Yes,Yes,One Year,Yes,Electronic Check,105.11,2309.47,5,No
CUST-1408,Female,1,Yes,No,28,Yes,No,No,No,Month-to-Month,No,Electronic Check,23.02,630.21,3,Yes
CUST-1409,Female,0,No,No,32,No,Fiber Optic,Yes,Yes,Two Year,No,Mailed Check,85.39,2731.96,0,Yes
CUST-1410,Male,0,No,No,54,Yes,DSL,Yes,Yes,Month-to-Month,No,Credit Card,70.3,3813.72,4,Yes
CUST-1411,Male,0,Yes,No,45,Yes,No,No,No,Month-to-Month,Yes,Electronic Check,44.67,2029.22,4,Yes
CUST-1412,Male,0,Yes,No,7,Yes,Fiber Optic,No,No,Month-to-Month,Yes,Electronic Check,86.35,599.02,1,Yes
CUST-1413,Female,0,No,No,6,Yes,Fiber Optic,Yes,Yes,Month-to-Month,No,Electronic Check,86.77,510.03,3,Yes
CUST-1414,Female,0,No,No,30,Yes,DSL,Yes,Yes,Month-to-Month,No,Mailed Check,69.39,2070.53,3,Yes
CUST-1415,Male,0,Yes,Yes,59,Yes,DSL,Yes,No,Two Year,Yes,Bank Transfer,84.39,4967.1,1,Yes
CUST-1416,Male,0,Yes,No,59,Yes,DSL,Yes,No,Two Year,Yes,Mailed Check,74.45,4394.66,1,Yes
CUST-1417,Female,0,Yes,No,60,Yes,No,No,No,One Year,Yes,Mailed Check,28.18,1693.98,4,No
CUST-1418,Male,0,Yes,Yes,61,Yes,No,No,No,Month-to-Month,No,Credit Card,31.98,1962.7,0,Yes
CUST-1419,Male,1,Yes,No,28,Yes,DSL,Yes,Yes,Month-to-Month,No,Bank Transfer,64.05,1791.77,4,No
CUST-1420,Male,0,No,No,18,Yes,DSL,Yes,No,Two Year,No,Electronic Check,81.51,1450.01,5,Yes
CUST-1421,Male,0,No,No,70,Yes,Fiber Optic,Yes,No,Two Year,Yes,Bank Transfer,107.2,7488.44,2,No
CUST-1422,Male,0,Yes,Yes,72,Yes,Fiber Optic,Yes,No,Month-to-Month,Yes,Credit Card,103.43,7457.05,5,Yes
CUST-1423,Male,0,No,No,65,Yes,DSL,Yes,Yes,One Year,No,Credit Card,72.16,4691.47,0,No
CUST-1424,Female,0,No,No,9,Yes,DSL,Yes,Yes,One Year,Yes,Bank Transfer,83.96,738.72,1,Yes
CUST-1425,Male,0,Yes,Yes,38,Yes,No,No,No,Two Year,Yes,Credit Card,28.67,1087.21,5,Yes
CUST-1426,Male,1,Yes,No,53,Yes,No,No,No,Two Year,No,Credit Card,34.83,1853.86,4,Yes
CUST-1427,Female,0,No,No,22,Yes,Fiber Optic,No,No,One Year,Yes,Mailed Check,93.83,2062.5,1,No
CUST-1428,Male,0,No,No,24,No,No,No,No,Two Year,Yes,Mailed Check,25.95,604.45,2,No
CUST-1429,Female,0,Yes,Yes,72,Yes,No,No,No,One Year,No,Mailed Check,29.32,2112.63,1,No
CUST-1430,Male,0,No,No,64,Yes,DSL,No,Yes,Month-to-Month,No,Bank Transfer,71.85,4589.99,4,Yes
CUST-1431,Female,0,Yes,No,6,Yes,No,No,No,Month-to-Month,No,Electronic Check,30.04,193.88,3,Yes
CUST-1432,Female,1,Yes,Yes,36,Yes,Fiber Optic,No,Yes,Two Year,No,Mailed Check,97.26,3505.49,4,No
CUST-1433,Female,0,No,No,48,Yes,Fiber Optic,No,No,One Year,No,Credit Card,106.86,5112.78,5,No
CUST-1434,Female,0,No,No,21,Yes,DSL,No,Yes,Two Year,Yes,Mailed Check,65.19,1367.97,4,No
CUST-1435,Male,0,No,No,12,Yes,No,No,No,One Year,No,Mailed Check,33.9,415.21,1,Yes
CUST-1436,Female,0,No,No,6,Yes,DSL,No,No,Two Year,No,Mailed Check,60.67,344.12,2,Yes
CUST-1437,Female,1,No,No,54,Yes,No,No,No,Two Year,Yes,Electronic Check,22.98,1232.01,0,No
CUST-1438,Female,0,No,No,34,Yes,DSL,Yes,No,Two Year,Yes,Bank Transfer,64.07,2160.72,2,No
CUST-1439,Male,0,Yes,No,47,Yes,DSL,Yes,No,One Year,Yes,Mailed Check,79.16,3707.85,0,No
CUST-1440,Male,0,No,No,39,Yes,No,No,No,Two Year,No,Electronic Check,33.36,1295.11,1,Yes
